title,alt_title,type,num_of_ep,studio,year,rating,description,tags
Love Stage!!,No alternative title found,TV Series,10,J.C. Staff,2014,4.1,"His father and older brother are famous singers, his mother is a renown artist, Izumi Sena was born into a family of super entertainers! However, unlike the rest of his family, Izumi is an otaku who aspires to become a manga illustrator. One day, he is roped into starring in a television commercial dressed as a woman. The actor Izumi is featured with, Ryoma, falls in love at first sight upon meeting him. It turns out that they had actually met 10 years prior and Ryoma's attraction hasn't changed even after finding out Izumi is a boy. ","['BL', 'Comedy', 'Romance', 'Shounen-ai', 'Acting', 'Adult Couples', 'Crossdressing', 'LGBT Themes', 'Lifestyle Change', 'Mature Romance', 'Otaku Culture', 'Romantic Comedy', 'Sexual Content', 'Showbiz', 'Based on a Manga']"

Kuroko's Basketball: NG-shuu,Kuroko no Basket NG-shuu,DVD Special,9,Production I.G,2012,4.1,This entry currently doesn't have a synopsis. Check back soon!,"['Comedy', 'Shounen', 'Sports', 'Basketball', 'Based on a Manga']"

Digimon Adventure Tri. Movie 1: Saikai,Digimon Adventure Tri. Movie 1: Reunion,Movie,1,Toei Animation,2015,4.1,"It's been six years since that summer adventure when Taichi Yagami and the rest of the DigiDestined crossed over to the Digital World. And nearly three years have passed since the final battle between Hikari Yagami's group and BelialVamdemon. As the peaceful days passed by, at some point the gate to the Digital World closed. Not even the DigiDestined know what caused this, and time alone continues to pass.","['Action', 'Drama', 'Fantasy', 'Monsters']"

Durarara!!x2 Ketsu: Dufufufu!,Durarara!!x2 Ketsu Episode 19.5,Other,1,Shuka,2016,4.1,"The episode revolves around an incident with a ""fake Shizuo.""",['Supernatural']

Hellsing,No alternative title found,TV Series,13,GONZO,2001,4.1,"In present day England, a war is being fought. The average citizen does not notice, but vampires are running rampant among the populace, and it's up to the Hellsing organization to contain the bloodsucker threat, using even their own weapons against them. Alucard, a vampire himself, is the best agent the organization has to offer, answering only to Integra Hellsing herself. No one knows much about this mysterious figure fighting against the occult, but things starts to change after he “recruits” a new agent to the establishment...","['Action', 'Horror', 'Seinen', 'Conspiracy', 'England', 'Europe', 'Gunfights', 'Master-Servant Relationship', 'Overpowered Main Characters', 'Sexual Content', 'Supernatural', 'Vampires', 'Violence', 'Based on a Manga']"

Doupo Cangqiong,No alternative title found,TV Series,12,No studio found,2017,4.1,This entry currently doesn't have a synopsis. Check back soon!,"['Action', 'Fantasy', 'CG Animation', 'Chinese Animation', 'Xianxia', 'Based on a Light Novel', 'Based on a Web Novel']"

Rage of Bahamut: Virgin Soul,Shingeki no Bahamut: Virgin Soul,TV Series,24,Mappa,2017,4.1,"10 years after the world escaped destruction due to the revival of Bahamut, humans at the royal capital gather wealth, the demons are enslaved to assist with the capital's revival, and the gods lose their power due to a decrease in religious piety. The world is thrown off balance as humans, gods, and demons hold their own ideas of justice.","['Action', 'Adventure', 'Fantasy', 'Angels', 'Animeism', 'Bounty Hunters', 'Demons', 'Dragons', 'Heaven', 'Magic', 'Monsters', 'Rebellions', 'Based on a Mobile Game']"

DARLING in the FRANXX,No alternative title found,TV Series,24,A-1 Pictures,2018,4.1,"Set in the distant future, the land is ruined and humanity establishes the mobile fort city Plantation. Pilots produced inside Plantation live in Mistilteinn, also know as the ""birdcage."" Children live there knowing nothing of the outside world or the freedom of the sky. Their lives consist of battling to carry out missions. Their enemies are mysterious giant lifeforms known as Kyouryuu, and the children pilot robots called Franxx to face off against them. For the children, riding the Franxx proves their existence. A boy named Hiro is called Code:016, and he was once known as a prodigy. However, he has fallen behind, and his existence seems unnecessary. Not piloting a Franxx is the same as ceasing to exist. One day, a mysterious girl known as ""Zero Two"" appears before him. Two horns grow out of her head.","['Action', 'Drama', 'Mecha', 'Romance', 'Sci Fi', 'Coming of Age', 'Original Work', 'Post-apocalyptic', 'Robots', 'Mature Themes']"

Fairy Tail the Movie: Phoenix Priestess,Fairy Tail: Houou no Miko,Movie,1,A-1 Pictures,2012,4.1,"When four young Fairy Tail members unite, their bond is forged by a power found in neither muscle nor magic and grows stronger with every mission. Whatever you do, don’t mess with these friends or you’ll get a taste of Natsu’s flaming fist or Gray’s ice hammer, suffer a painful blow from one of Lucy’s celestial spirits or catch the edge of Erza’s mighty blade! Whether they’re stopping demons from devastating the world or wrestling in the mess hall, this mystical team manages to inflict as much damage to their rivals as they do to the surrounding area!","['Action', 'Fantasy', 'Shounen', 'Magic', 'Based on a Manga']"

Servant x Service,No alternative title found,TV Series,13,A-1 Pictures,2013,4.1,"When Lucy was born, her parents couldn’t decide on a single first name so they decided to give her over a dozen of them! So to get revenge on the civil servant who approved the naming decision, Lucy, now an adult, has become one herself, eager to give him an earful. But the woman soon learns that being a civil servant is tough work! The citizens scold you, there’s little margin for error, and there’s challenges at every turn! Alongside other workers such as the flirtatious slacker Hasebe and shy newcomer Saya, Lucy will navigate her new career and experience both the frustrations, and also the joys, of helping the public.","['Comedy', 'Romance', 'Seinen', 'Slice of Life', 'Coworkers', 'Work Life', 'Based on a 4-Koma Manga', 'Based on a Manga']"

Magical Girl Lyrical Nanoha THE MOVIE 3rd Reflection,No alternative title found,Movie,1,Seven Arcs Pictures,2017,4.1,"Amitie and Kyrie are sisters living on the dying planet Eltria; a harsh world that their scientist parents have been working for years trying to save. But the poisonous environment is slowly killing their father, and his dream of restoring the planet is dying with him. Kyrie runs away and travels to Earth to steal the power she believes will save her family and her home: Hayate's Book of Darkness! Amitie follows in hot pursuit, knowing her desperate sister is willing to go to dangerous lengths to accomplish her goal. Can Nanoha, Fate, and Hayate defend Earth from this new threat?","['Action', 'Fantasy', 'Magical Girl', 'Sci Fi', 'Contemporary Fantasy', 'Magic', 'Siblings', 'Superpowers', 'Urban Fantasy', 'Violence']"

Crest of the Stars,Seikai no Monshou,TV Series,13,Sunrise,1999,4.1,"In the distant future, mankind has mastered space and spread empires across the galaxy. While many choose to colonize distant planets, others choose to remain amidst the stars, ultimately giving rise to a new brand of humanity known as the Abh. Both genetically and culturally different from their Earth-dwelling peers, the Abh soon find themselves engaged in a bloody war that rages across hundreds of planets and set out to restore peace by means of conquest. Enter Jinto, a nobleman and ambassador of the recently acquired Hyde system whose duty is to represent his peoples' interests and rule on the Abh's behalf. In order to be officially coronated to this position, a cold-but-beautiful Abh princess named Lafiel arrives at Hyde to escort him back to the empire's capital. When they are suddenly attacked by an anti-Abh liberation front, however, the festivities are cut short, and the two must flee for their lives against all odds.","['Sci Fi', 'Outer Space', 'Space Opera', 'War', 'Based on a Novel']"

Mobile Suit Gundam 00 Special Edition I: Celestial Being,No alternative title found,OVA,1,No studio found,2009,4.1,This entry currently doesn't have a synopsis. Check back soon!,"['Action', 'Mecha', 'Sci Fi', 'Original Work']"

Kara no Kyoukai: Mirai Fukuin - Extra Chorus,The Garden of Sinners Movie 10: Recalled Out Summer - Extra Chorus,Movie,1,ufotable,2013,4.1,This entry currently doesn't have a synopsis. Check back soon!,"['Drama', 'Mature Themes', 'Suicide', 'Based on a Light Novel']"

Chivalry of a Failed Knight,Rakudai Kishi no Cavalry,TV Series,12,SILVER LINK,2015,4.1,"Ikki Kurogane may have come from a long line of Blazers, people with the ability to create weapons or devices manifested from their souls, but as far as the Hagun Academy is concerned, he's been a major disappointment in the magical powers department. He is so disappointing, in fact, that he's earned the unfortunate nickname of the ""Worst One"". However, things change for Ikki in the most surprising way when Princess Stella Vermillion, the most promising Rank-A Blazer to come along in many years, decides to transfer to Hagun. When she challenges him to a duel where the loser must obey the winner for the rest of their life, the last thing anyone expects is that the Worst One might prove to be a match for the Crimson Princess… and the unforeseen consequences will push the boundaries of society itself!","['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Contemporary Fantasy', 'Magic', 'Magic School', 'School Life', 'Swordplay', 'Urban Fantasy', 'Based on a Light Novel']"

House of Five Leaves,Sarai-ya Goyou,TV Series,12,Manglobe,2010,4.1,"Masanosuke came to the city of Edo to prove himself as a warrior, but the man’s lack of confidence is so obvious that he’s perpetually unemployed and can barely afford to eat. So when the mysterious Yaichi offers him a job as a bodyguard - room and board included - the ronin jumps at the chance. But little did he know that his new employer is the head of the Five Leaves, a gang of kidnappers, and that his fees will be paid from the spoils of their crimes! Masanosuke never expected to find his home with a band of criminals, but as he grows more entangled in their world, his dreams of honor begin to fall by the wayside...","['Drama', 'Seinen', 'Slice of Life', 'Feudal Japan', 'Gangs', 'Historical', 'noitaminA', 'Samurai', 'Swordplay', 'Thieves', 'Based on a Manga']"

Hetalia: World Series Extra Episodes,No alternative title found,Web,4,Studio Deen,2011,4.1,This entry currently doesn't have a synopsis. Check back soon!,"['Comedy', 'Chibi', 'Gag', 'Historical', 'Parody', 'Political', 'Satire', 'Short episodes', 'Based on a Manga']"
